,Negative_reviews
5798,"deleted music videos are still in there fix it :  
"
5799,"sometimes the subtitles downloaded doesnt match the words they speak :  
"
5800,"sluggish with most videos crashes sometimes while opening switched to kmplayer :  
"
5801,"i cant even open the app but when it does open it crashes instantly :  
"
5802,"deleted video also shown by this app after delete the video it again reappears :  
"
5803,"it plays many format videos like hevc but it stucks sometimes :  
"
5804,"just tried it on android 7 and it only plays sound video is frozen :  
"
5805,"i was looking for a simple mp4 player not simple enough annoyed me :  
"
5806,"previous version was batter then this update this update is very bad disgusting not show vedio preview auto zoom  :  
"
5807,"good app i love it but all videos comes in only one list :  
"
5808,"plays every video and audio file that i have on my infinix phone :  
"
5809,"not even being able to find vedios and audios after 5 times of scan so disgusting :  
"
5810,"i cannot turn off the shuffle option and the lock does not work either :  
"
5811,"lot of errors wont detect audio files also repeat mode never works :  
"
5812,"unabale to play the next file in the samae folder brightnes doesnt adjust to previously selected :  
"
5813,"keeps opening without my activating it but its the only one that can read the music already in my phone so i have no choice :  
"
5814,"this app is working perfectly well on my android phone i love it no ads like the other stupid apps :  
"
5815,"because funny crash happens the same way the other app did freezing that coloros will simply kills it lol :  
"
5816,"plays all video formats doesnt freeze :  
"
5817,"kinda sucks plays a while then wont open the next time uninstall reinstall same thing :  
"
5818,"vlc player is nice but facing one issue everytime i cant reopen same video file in vlc untill i rename the file everytime vlc team pls resolve this :  
"
5819,"often fail to stop or pause the running mp3mp4 :  
"
5820,"i have movies but none of them are showing on the app only audios why is that :  
"
5821,"slow refresh it doesnt update the new files quickly even its done refreshing  :  
"
5822,"for whatever reason it has stopped recognizing media on an sd card :  
"
5823,"i loved this program for years now it can never find my music file :  
"
5824,"newest update finally finds my nas unfortunately still no dvd playback it shows video tsifo with a question mark :  
"
5825,"what happened to the album art showing up with some downloads and not others :  
"
5826,"subtitle synchronisation is broken please fix asap :  
"
5827,"after downloading the app the pictures of the clips or the music cant come :  
"
5828,"very low sound even in hd mode in my nokia 61 plus set :  
"
5829,"the audio thumbnail is not visible it very sick :  
"
5830,"worst app ever everytime i download this app my phoneone plus 7 pro becomes slow and starts to hang :  
"
5831,"subtitles arent downloading fix up please :  
"
5832,"does not fit perfectly for screens with notch so not the whole display is used very unfortunate :  
"
5833,"sending app to background restoring it doesnt remember time where video left off :  
"
5834,"thanks for this sometimes some video doesnt support mx but vlc thats why vlc more beneficial than mx :  
"
5835,"download what many would call the best video player because i cant control playback speed in google photos cant control playback speed  :  
"
5836,"since the previous to last update it will no longer remember the folder it was set to look in to for files anyone got any ideas :  
"
5837,"im have problem when i play the media player and the screen is offline the media player oslo stop playing im using huawei y5 lite :  
"
5838,"the apps become crash after i open again with another video :  
"
5839,"why does it keep crashing it crashes every 3 minutes :  
"
5840,"mast but some bugs app close or audio music song feature is low  :  
"
5841,"the first time i downloaded it multiplied my songs one song is seen twice :  
"
5842,"having trouble downloading subtitles for movies after the new update :  
"
5843,"even after deleting the videos from galary vlc continues to show videos :  
"
5844,"not support sorting by foldre not support in videos rename or edit disgusting  :  
"
5845,"it has some issues with mkv format always crash when i play this format :  
"
5846,"doesn t display subtitles even though they are selected :  
"
5847,"i want to switch dailogue language to english while watching some film where the dailogue is n italian but switching mode is not there in this appin pc that option is therecan you update this :  
"
5848,"huge vulnerability left in the app 1 start until patched :  
"
5849,"app crashes between 3 and 17 mins of video playing :  
"
5850,"ive been using vlc ever since but recently i cant download subtitle please fix it :  
"
5851,"as most phones now a days are notched an option so that video doesnt get into the notch will be good :  
"
5852,"was my favourite till 2 years back now a pathetic app it is not playing music in my moto g6 :  
"
5853,"no forward button for next video and there is no clarity about subfolders :  
"
5854,"what happened after an upgrade i can no longer watch anything on my sd card :  
"
5855,"unlike mx player it doesnt give option to download subtitles online :  
"
5856,"ive been using it on pc and cellphone and it work perfect non bugs :  
"
5857,"complete trash downloaded this for a school project but wont even let me upload anything much less edit dont waste your time with this :  
"
5858,"it supports all types of format but very slow app :  
"
5859,"vlc are correct video played but song continouse song play not working :  
"
5860,"some bug is present here       :  
"
5861,"it needs to be improved bc sometimes i dont even find my movies in it but it can be much better if u tried add some new things :  
"
5862,"after the new update the app has stop playing any media please i need the old vlc back :  
"
5863,"this keeps crashing after 510 mins and whole tv is not responsive on android tv :  
"
5864,"better than old version but you need to improve on album art cover size :  
"
5865,"cant play movie on free flix hq with this player it has some bugs :  
"
5866,"not rotatingnow a days app not rotating video from portrait view to landscape :  
"
5867,"i just wanted to thankyou vlc developer to make them awesomeits really so much better best or spectacular before as it wasin the last i just wanted to request you please never stop developing in the vlc app and provide them more spectacular feature which you do we know :  
"
5868,"good until update now sleep timer does not work just updated today 13 april sleep timer still not working :  
"
5869,"one of the best media player out there kind of a shame the widget mini player doesnt display the videosong name :  
"
5870,"doesnt support unicode file names which shows grabage file list so renders it useless for most none latine people :  
"
5871,"vudeos like realityease of forward and rewinding that many of the players cant providenice job :  
"
5872,"since recent update auto turning the screen has stopped working :  
"
5873,"its a nice playerbut i can say to improve the playerbecause any movie doesnt play :  
"
5874,"hi please add night mode screen is too bright thank you :  
"
5875,"everything is nice but i wish for the pop up screen to have more option than it has :  
"
5876,"app is ok crashed sometimes on mkv files but was later fixed in an update :  
"
5877,"its vlc for crying out loud there arent many better :  
"
5878,"my favourite media player appreciation software for all mobile and pc but some issue for thumbnail no show some time :  
"
5879,"doesnt recognize sub files anymore :  
"
5880,"it do has some problems the video gets stuck sometimes and vlc hangs for a bit :  
"
5881,"always crashes on my phone     :  
"
5882,"no auto rotation turn off      :  
"
5883,"not getting app opened only blank screen :  
"
5884,"i cant play mkv files          :  
"
5885,"app sends silent emails why vlc :  
"
5886,"doesnt work till updated or else is good :  
"
5887,"this app crashes like my videos get stuck several times and i hate it alot :  
"
5888,"im not sure what happen sometime it dont show any video it really disturb me :  
"
5889,"chromecast feature is very poor sound is not control via moblie please fix this bug :  
"
5890,"amazing suppose your movie or video not play in mx player sum time it wi happen then download vlc and play easily any video not play in mx player :  
"
5891,"video delete option is not working after the update :  
"
5892,"fix the latest version of this app it sucks not playing videos instead it turns video to audio worst :  
"
5893,"absolutely rubbish mirror my screen to the firestick and it stops working do not download and the companies always get the chance to write a reply to us but we wont get to reply to them rubbish app :  
"
5894,"the controls of the brightness and volume could be better :  
"
5895,"this app is a junk it cannot fid any audio or video in my mobiles i external storage it is not good as vlc for pc :  
"
5896,"help meno video playingonly audio playingsome cast screen symbol showingmy device 90 pie :  
"
5897,"everything is fine but some errors are there :  
"
5898,"video stop every three min its not old vlc now hate new update :  
"
5899,"boring ui not so good sorting options folder view looks incomplete totally unworthy :  
"
5900,"its ok but after an update it cant show video icon please fix it :  
"
5901,"sometimes it doesnt download subtitles why :  
"
5902,"unable to find and download subtitles :  
"
5903,"awesome app for chromecast which support dual audio option however chromecast voice control not working else it would been 5 star :  
"
5904,"i got a fancier music player but i found out that vlc works more satisfactorily :  
"
5905,"it did not change the playback of the videos and the unplayed videos remained unplayed :  
"
5906,"subtitle doesnt appear on my realme 2 pro after phone update :  
"
5907,"casting unreliable other apps can cast while this one barely works :  
"
5908,"for subtitles always showing an error as can not be downloaded :  
"
5909,"worst no grouping by video foldersshowing all videos in a line annoying :  
"
5910,"why is it that when i switch off my screen the audio pauses :  
"
5911,"screen fits shouldnt affect subtitles coming from an 189 ratio phone  :  
"
5912,"for audio and video this is the best alway try this dont go other bcoz all are not good but always best vlc best :  
"
5913,"garbage wont even let me cast to my tv tried everything :  
"
5914,"lot of bugs in pc application too :  
"
5915,"does not subtitlethis sucks    :  
"
5916,"vlc does not play 60fps movies which i download :  
"
5917,"it is just loading i cant download please work on it just finishing my bundles :  
"
5918,"does this come with instructions can i down load from youtube or other stuff 411 and how :  
"
5919,"it was good before but after the update its sensor doesnt work :  
"
5920,"folder mode is great but in place of space we have a browser address bar naming please check that :  
"
5921,"it crashes all the time on my android tv :  
"
5922,"while it might be a decent player it completely ignores my nomedia marks i hate apps that ignore nomedia uninstalled :  
"
5923,"this app was triggering annoying full screen ads i had to uninstall it to end them :  
"
5924,"love this application though some of the subtitles cant findeotteoke my kdrama  :  
"
5925,"somethings wrong with creating a playlist :  
"
5926,"i love it because some clip are not support to mx player and other players and vlc always support :  
"
5927,"its still the best i have used so far there is no videos i cant watch :  
"
5928,"vlc should read and sort videos with file names instead of the file title :  
"
5929,"it was good before but they removed video menu icons and created a vertical menu which is embarrassing :  
"
5930,"having trouble with mp4 right now but have loved it in the past :  
"
5931,"you got rid of add subtitles folder so we cant load subtitles manually anymore that was the best feature :  
"
5932,"updated version crashes a lotand reboots my phone :  
"
5933,"has a bug on mirracast cannot load subtitles :  
"
5934,"it lags and jigs on on some avi and some mp4 at low screen resolution to large on razer phone 2 :  
"
5935,"much better than mx player those ads between watching videos are so irritating :  
"
5936,"unable to download stops at 2410 mb problem with this app only :  
"
5937,"for watching any video we know what to use kind of first option may remain same always :  
"
5938,"im using lenovo tab 8 plus after updating to oreo the contents from sd card isnt visible what shall i do :  
"
5939,"the app would only play the audio but not the video and show a black screen help :  
"
5940,"this app is very nice but only one thing tease me its subtitle downloader is not good plzz fix its subtitle downloader like mx player then it become best from all :  
"
5941,"there is no option to switch to next videoaudio :  
"
5942,"it is good vedio player but donot have options like zoom in fast play slow play etc but is good in playing vedios :  
"
5943,"less customization yet better from mx player no ads fully featured :  
"
5944,"not good for chromecast as it always closes :  
"
5945,"i dont understand the sorting and grouping algorithm man its a mess :  
"
5946,"no casting optioncant cast my local videos on tvwhy :  
"
5947,"awful app loses music directories having to resync daily taking 30 mins minimum :  
"
5948,"please guys fix the vlc i want earlier version of vlc this version is pathetic please fix this issue :  
"
5949,"i cant download subtitles why  :  
"
5950,"best oneplay video in background :  
"
5951,"clash everytime after 10minut  :  
"
5952,"damn ive always found you guys to be super reliable why did you water your software down you used to be the best when did you deciede to change that :  
"
5953,"for audio video files maintain a fav folder provide that option :  
"
5954,"it wont refresh when you have new media and still shows deleted media :  
"
5955,"cant play a 1080p video smoothly how sad :  
"
5956,"enter network address eg am looking for something that would open the files on my cell seem my cell copys files of files i know thing about so i thot this app mite help  :  
"
5957,"in latest update sound quality very bad and lots of problemsplz fix :  
"
5958,"tried mainly for music its slow at times not sure how to change playlist order :  
"
5959,"the app starts playing by itself after i paused a movie :  
"
5960,"its works does it have musical squares if i find it it would be 5stars :  
"
5961,"new update caused music to vanish from player after playing once sd card :  
"
5962,"love it but how do i play tracks at random please :  
"
5963,"great video player but im confused as to how i can deleted multiple selected videos because its really annoying to individually delete videos ive already watched :  
"
5964,"everytime this app updates the media library gets worst it keeps on scaning :  
"
5965,"fix the issue of audio missing right after disturbed by phone notification :  
"
5966,"doesnt update when videos have been deleted also wont load videos occasionally so i have to force stop app :  
"
5967,"anything on sd card doesnt show up in library has to be manually found each time :  
"
5968,"doesnt work properly with mp3 files :  
"
5969,"there is aproblem always crash the new update is bad :  
"
5970,"the last update has stopped the app from being able to update my video list :  
"
5971,"im a dj this app cant read mp3s it used to and i have at least 60 gigs of music on my phone and it says i dontuninstalling :  
"
5972,"for some reason it doesnt detect or use my ifo files making my films unplayable :  
"
5973,"it does not support dts if you are using any other vedio player do not switch to vlc :  
"
5974,"id not working hd video no can download this wrost app mx player is batter then this :  
"
5975,"please fix vlc auto resume when i connect with car bluetooth no option with vlc to disable this :  
"
5976,"keeps crashing after pausing and resuming video :  
"
5977,"old version 206 best from other version cant work my mobile oppo a3s in device :  
"
5978,"its so annoying cause every time i play a video the video lags and it ruins the whole experience of watching :  
"
5979,"it was great but i cant download subtitles :  
"
5980,"it stops playing everytime i lock my phone :  
"
5981,"its not at all downloading we have been trying since so long still :  
"
5982,"tsv files are not opening      :  
"
5983,"good but crashes closing automatically sometimes on redmi note 3 :  
"
5984,"streaming is bad connection lost or even app crashes :  
"
5985,"slight problem in playing videos on 199 ratio smartphones :  
"
5986,"everytime i delete a video it simply shows error :  
"
5987,"too many updates of late meaning you have to update to maintain full functionality :  
"
5988,"experiencing update and download issues not able to update and download the app :  
"
5989,"it is ok but it shows the moved audio files in same location :  
"
5990,"why subtitles not appear when connected to tv :  
"
5991,"could not minimize video to home screen but its manageable :  
"
5992,"great app but you should add a feature to send the video with all the settings on it :  
"
5993,"my problem was fixed plays just audio :  
"
5994,"cant resize in pip mode also doesnt work in split screen :  
"
5995,"it is not updating not showing songs correct not in a order it is not refreshing :  
"
5996,"always have issues with this program tried it on 1 cell 2 tablets and a laptop :  
"
5997,"this app does nt contain disruptive ads and have no sync with multiple devices :  
"
5998,"still the best media player for android dont want to install something else :  
"
5999,"the update havent fixed any of the bugs :  
"
6000,"the app is good in controls but subtitles doesnt work in casting mode :  
"
6001,"nice experience but it doesnt support mkv file :  
"
6002,"cant play ripped dvds or even handle dvd menus :  
"
6003,"i wasnt aware of there is an android version of vlc until now its great almost perfect :  
"
6004,"lag if you play some movie on it fix it pls thanks :  
"
6005,"plzadd some feature like sort by as time all video format supported all audio format supported :  
"
6006,"why only one option for list order no option to list by newest downloaded seems like a basic feature missing here :  
"
6007,"please make the layout of video sorting simple as possible its too messy all over place thanks :  
"
6008,"app is now useless it plays 15 songs then stops for no reason pls fix used to be a good app :  
"
6009,"songs that play at speed play poorly bad aap :  
"
6010,"downloaded subtitle not display after delay :  
"
6011,"elegant and best and no ads ofcourse :  
"
6012,"please update the finch to zoom in full screenperhaps this only thing negative for this app :  
"
6013,"does not remove deleted videos and when refresh the app the deleted videos show up there again and not playing :  
"
6014,"app always make device bluetooth crash when i tried play video with wireless headset :  
"
6015,"please update vlc next version with custome sort function i mean sort video by date title count path etc :  
"
6016,"this app is not supporting 4k 60fps video so please fix this issue :  
"
6017,"no matter how many times i rename my videos it always show incorrect file name :  
"
6018,"rotaion not work correctly and no buton for rotate screen file update very longar acoording to other apps vlc only batter for pc :  
"
6019,"been using this for awhile but now asking for microphone access yeah nah :  
"
6020,"there are some problems in bluetooth car connectivity :  
"
6021,"not able to play the audio horrible update :  
"
6022,"great until latest update now casting doesnt work :  
"
6023,"i need you to fix the sleep timer it does not work with the new update please for the love of god so i can sleep again please :  
"
6024,"need to fix bugskeeps crashing all the time :  
"
6025,"bad bad bad bad bad the local network discovery is getting really really bad would you also be able to improve the really poor mkv compatibility :  
"
6026,"cant download subtitle filesalways displays error message :  
"
6027,"this player dont support dts code and its lag so much most slowest player :  
"
6028,"constant issues with starting again where audio file left off by last time :  
"
6029,"not a fan it plays my video halfway and then the screen becomes gray :  
"
6030,"inconsistent streaming options are never available :  
"
6031,"its okay but vlc playback notification stutters i had to disable it :  
"
6032,"very bad experience sometime it does not support video formats :  
"
6033,"been using vlc since the late 2000s and ive stuck with it since  :  
"
6034,"crashes most of the time highly disappointing  :  
"
6035,"bugs in last update please fix it :  
"
6036,"fix the problem it was crashing toooo many times :  
"
6037,"third quality there is need improvethis app if i download movies by torrento bt this app be not capture :  
"
6038,"the app updated had to readd all my music from my sd card so all my playlists are gone :  
"
6039,"not able to shuffle the songs playing :  
"
6040,"it cant access my lan anymore please fix it :  
"
6041,"i cant select a subtitle       :  
"
6042,"in this sound quality must be in 200 but it in 100 percent only :  
"
6043,"you cant remove auto generated albums even when the all the songs have been deleted :  
"
6044,"the app stops working when i put the phone in my pocket and only works when screen is on :  
"
6045,"subtitles are disappearing after rewinding or forwarding :  
"
6046,"why cant we still edit metadata in music files on phones while we can on pcs :  
"
6047,"brilliant when it connects up but sparadic even though ive vlc on my laptop :  
"
6048,"using this player since agesother players cant even compete with vlc :  
"
6049,"it failed to play 2 gb mp4 file mx player played it with no problem :  
"
6050,"you guys never succeeded to adjust the delay time of the subtitles even if i inserted the accurately calculated value :  
"
6051,"cannot connect to smb shares makes this app useless :  
"
6052,"havent tried it as a video player app but as a music player app is absolutely fenomenal :  
"
6053,"i want to see time remaining instead of whole time its seems not working since update :  
"
6054,"download subtitles not working after update :  
"
6055,"i have been a massive fan of vlc always suggesting it to friends then yall just had to screw it with this new ui like i cant express my level of dissapointment without using profanity so ama stop here really really dissapointing :  
"
6056,"best video player available without any adds :  
"
6057,"stream option is not working correctly :  
"
6058,"does not load all the media i have on my device amd it shows things i have deleted :  
"
6059,"love it but where is the continuous play by default :  
"
6060,"it should have option of 15 seconds forwarding video and reverse back video :  
"
6061,"cant find a way to playxa folder or to continuous play repeats one song :  
"
6062,"stopped working installed agaonsound disappeared during playback :  
"
6063,"the subs is place on left side of screen when in full screen  :  
"
6064,"stop working after last update not opening at all :  
"
6065,"this was once a good app now u can hardly find songs when you search :  
"
6066,"horribly buggy app no customizability in terms of gestures :  
"
6067,"best player in the world but fix casting audio control :  
"
6068,"gets restarted and crashes when trying to play new file :  
"
6069,"but cant see clear movie and voicesomthing wrong there :  
"
6070,"not only does it play a movie but ever since i could remember it plays any kind of movie even the ones you cant open :  
"
6071,"why it does not install it says it is corrupted while it download it auto download again and again waste of my data unnecesarly rubish :  
"
6072,"subtitle doesnt seem to work on chromecast :  
"
6073,"why do you want and need access to microphone :  
"
6074,"it is not showing all my videos properly requires me to search through directories :  
"
6075,"crashes regularly when playing music in queue :  
"
6076,"it cant play vts format movies :  
"
6077,"1080p movies are not working properly :  
"
6078,"not playing hevc x265 1080p on pluplus 2 :  
"
6079,"favorite video watching program for phone or laptop :  
"
6080,"stupid updates ruined everything thanks alot now i must find a new reliable music player app :  
"
6081,"you cant delete names of removed tracts keep coming back :  
"
6082,"how about you add the capture mode :  
"
6083,"windows best media player turns worst on android lags on stream play with 1gb line where on windows no problems occcured :  
"
6084,"fix ur app it keeps scanning my media files for music and im not coming back unless u fix it the pc version is very good an work :  
"
6085,"since i updated it keeps on showing deleted content and wont refresh :  
"
6086,"takes forever to open large directories from sd card size would be around 40gb :  
"
6087,"good but casting to tv does not work :  
"
6088,"i would not use anything but vlc for audio videos movies :  
"
6089,"why when i delete a video that video is still in playlist fix it pls its very annoying :  
"
6090,"subtitle settings dont work size color etc :  
"
6091,"problem with external subtitles when playing from smb across network :  
"
6092,"since the latest update it no longer finds mr sd card i had to uninstaller it :  
"
6093,"i am giving only 2 star just bcoz of vlc player stopped rotation sensor some times :  
"
6094,"easily effected by virus files cannot delete so we had yo uninstall every time :  
"
6095,"only one question why the cast future is not working anymore :  
"
6096,"please give the feature of changing progress bar into flat or material like in mx please it will be helpful :  
"
6097,"video quality better but sometimes wrong and live streaming down :  
"
6098,"it always shows some videos which are deleted from my phone :  
"
6099,"have bad controlling of forwarding video and auto rotation is so irritating :  
"
6100,"bugs bugs bugs its not even working in split screen whats the use then :  
"
6101,"recent update causes crashes and errors all the time :  
"
6102,"please update in audio it does not show all files in storage :  
"
6103,"auto resume is hateful while i play a song list on loud some tracks are auto resuming i hate it can you make an option for auto resume off please :  
"
6104,"subtitle issue still there and auto delay also happens how :  
"
6105,"since the last update vlc cannot open smb shared nas file any solutions :  
"
6106,"nice app but improve on you settings in the other bew update developers :  
"
6107,"video is not playing very well :  
"
6108,"nice one user friendly no ads  :  
"
6109,"doesnt support mkv files       :  
"
6110,"opensource no ads thank u      :  
"
6111,"stops working when i try to add subtitles to video :  
"
6112,"causing alot of trouble in downloading and adding subtitles :  
"
6113,"needs to be more like mx player with the rotating functions :  
"
6114,"its good but in audio you should allow song to go next automatic :  
"
6115,"old and cant read the more recent video codecs :  
"
6116,"my only concern is when casting to my chromcast subtitles not showed :  
"
6117,"works really well but id like to see multi window support :  
"
6118,"when watching video and switching back to vlc there is black screen only :  
"
6119,"wouldnt play my song i saved to mp3 from fruity loops pc version works mobile app seems useless :  
"
6120,"would be nice if i could select subtitle files from a windows shared folder :  
"
6121,"always none picture on video after i download it for a while :  
"
6122,"where the hell is casting option its not coming on the screen :  
"
6123,"has save repeat mode but no save random mode pretty basic function to not have :  
"
6124,"after update it has missed some features and some features does not work :  
"
6125,"smb broken with the update was working but not with this update :  
"
6126,"parsing takes too long and often freezes :  
"
6127,"the new update has changed the pip mode please look into it because now its a bother :  
"
6128,"takes forever to show filesparsing media gets stuck :  
"
6129,"no ads smooth and easy to use  :  
"
6130,"being using it from beginning never went for any other video player :  
"
6131,"perfect just need to add feature to pickup videos from where left off after leaving the app :  
"
6132,"what did you people do this thing is constantly searching for media files all my playlists are wiped out :  
"
6133,"unable to play 4k video and frame lag issue :  
"
6134,"drains too much battery overall good :  
"
6135,"no last play resume support    :  
"
6136,"this app is pretty good but falls behind current generations material ui and true dark mode :  
"
6137,"i cant download subtitle and if i use other site it wont read the file fix it and ill give a five star :  
"
6138,"stuck and auto off some times unable to play  :  
"
6139,"im genuinely happy that i finally got this app that plays all my m4a audio files i didnt want to convert them to mp3 like everyone else tell me to so im very content with it :  
"
6140,"if i minimise the app the subtitle file i added will remove itself i hope it gets rectified :  
"
6141,"bad play listwhile add songssearch not found :  
"
6142,"it can interpret all languages why please fix it :  
"
6143,"just sort by name in group name i like the previous ui :  
"
6144,"after update i cant stream videos onto my tv :  
"
6145,"it is small light and doesnt take up a lot of resources other players take :  
"
6146,"this app is useless i cant forward a video if i do it will take the video back to the beginning of the video :  
"
6147,"not able to sync audio and subtitles :  
"
6148,"worst i cant download a subtitle please do some work in this app :  
"
6149,"x265 video not working showing black screen and subtitle only :  
"
6150,"play suddenly stops after about 30 seconds :  
"
6151,"voice is not proper wheres voice is really good in other apps :  
"
6152,"worst app it cannot atleast search for videos from storage useless do not download  :  
"
6153,"worthless as a music app you cant adjust your playlists and never could find the repeat button :  
"
6154,"showing the deleted videos also even after refreshing :  
"
6155,"love it but doesnt translate nonenglish movies :  
"
6156,"some times the volume doesnt work what should i do :  
"
6157,"whenever i delete a video the title still pops up :  
"
6158,"everything is good just want videos to be able to sort via date which is not available currently :  
"
6159,"its good but doesnt have an open track list widget like omni does :  
"
6160,"not playing continues songs no setting as well :  
"
6161,"not all of the audios and vudeos are not always there sometimes :  
"
6162,"how vlc player doesnt have sound distribution among both ears option tool :  
"
6163,"unable to add subtitle in chromecast :  
"
6164,"lots of glitches and misinformation :  
"
6165,"cant be minimised and frequently stops :  
"
6166,"downloading subtitles are high problems :  
"
6167,"stuck in scanning process      :  
"
6168,"when you delete some of your videos from your phone storage vlc still showing it in app please fix it :  
"
6169,"one solution to all audio and video too good :  
"
6170,"this is one of the good apps many apps like video player dont play some videos but vlc play every video :  
"
6171,"good buy not the best needs video editing improvement :  
"
6172,"disappointed slow and laggy refresh time sucked each nd every time :  
"
6173,"so far not any problems keeps track of what show i am watching to chromecast :  
"
6174,"good but why cant i see subtitle in videos nowdays :  
"
6175,"its really awesome but float video needs upgrade to be like one of a samsung video player :  
"
6176,"great app just the bugs are a little annoying :  
"
6177,"it doesnt download the subtitles properly :  
"
6178,"mx player cant run all type of audio but vlc is support for all audio files :  
"
6179,"good app though some times it closes abruptly something i dont get :  
"
6180,"not so good because this app doesnt refresh automatically and need to go to directories where my videos was :  
"
6181,"no equalizer in the options    :  
"
6182,"right after updating it all videos are playing in slow motion i have deleted it :  
"
6183,"works well but has some room for optimization :  
"
6184,"since i upgrade it i cant play audio music with vlc it is bad fix it :  
"
6185,"its my favourite app but gutted now installation fails on my android device :  
"
6186,"is this player supposed to have a cast button as i cant cast to my chromecast :  
"
6187,"problem looking when mp3 file has move to another location file :  
"
6188,"not showing videos all videos are play as an audio file :  
"
6189,"i love the app but when i listen music then the app malfunctions :  
"
6190,"please fix the lag and the subtitles are not working :  
"
6191,"the app still put a deleted video on them n sometime there is no picture on the video before update it was the best but now i dont know :  
"
6192,"missing so many features barely works :  
"
6193,"i cant watch videos by using this app only playing sound :  
"
6194,"its only work properly 1 month after month these app is not working :  
"
6195,"make it more comfortablebecause some songs are missing compared to uc music :  
"
6196,"good but audio is not working properly :  
"
6197,"subtitles are not showing please fix it :  
"
6198,"this app deletes all my videos downloaded from tiktokcompletely dis satisfied this app never use this app worst completely worst :  
"
6199,"cant complain yet it is far better than any other media apps including paid :  
"
6200,"this is good but it doesnt scan all videos :  
"
6201,"good but some problems zoom to video is a problem :  
"
6202,"i can not move the subtitles up and down :  
"
6203,"doesnt support x265            :  
"
6204,"the audios crack when i change the pitch :  
"
6205,"delete video option no longer available with new update do you even test the changes before pushing it to users :  
"
6206,"sorting by date not available any more please re enable :  
"
6207,"i like vlc very much but the new updation is bad :  
"
6208,"best one but not costumizable at all :  
"
6209,"is cool though but why is it that when using this vlc app on mobile you cnt share nusic with your contacts on whatapp and other network :  
"
6210,"please add resize option in pip mode or make it a little bit bigger please :  
"
6211,"subtitles do not match most of the time :  
"
6212,"nice player but ply list old sound tacnology is old so change and sand new update :  
"
6213,"works great until you update it and everything breaks :  
"
6214,"pathetic doesnt download subtitle kindly takeoff the option if you cant do it :  
"
6215,"what is the microphone permission for it is new in this app and the description doesnt explain it :  
"
6216,"ive found out that vlc is an exellent stuff for audio and video :  
"
6217,"not so good it is complicated and it have a lot of ad :  
"
6218,"i kinda like the update but what happened to auto rotation kinda annoying that i have to unlock my phones rotation :  
"
6219,"x265 video just freezes half way through :  
"
6220,"some files work others dont glitching out and is laggy :  
"
6221,"thank god for this 100 free media player i have always used this instead of my phones default one :  
"
6222,"installation gets stuck at 99 download please fix this vlc :  
"
6223,"bad library options very laggy to update media library :  
"
6224,"where is the video shareing option in this app please any body reply if there is no video shareing option then it is the biggest drawback in this app :  
"
6225,"it is very nice i can watch dvd movies on my phone without conversion to mp4 but please provide site where we can download subtitles for my movies so kindly do it :  
"
6226,"fantastic app i had audio problems with my videos but vlc fixed it :  
"
6227,"it doesnt show the video when i play 4k content through usb otg on my way oneplus 5 :  
"
6228,"the vidio turns blank once it is on landscape and does not show subtitles once on potriat :  
"
6229,"the app is great overall are we just missing the next and previous button im on v 317 :  
"
6230,"this not a worthy player it doesnt synchorise subtitles proper neither loads videos properly :  
"
6231,"cant share files anymore to other platforms :  
"
6232,"i dont like the update the app stalls and wont work :  
"
6233,"it works good except the sw and hw not included :  
"
6234,"lag if i fast forward it will stop and never play again update sucks :  
"
6235,"this is just a waste of time the app uninstalls itself does not play audio :  
"
6236,"never lets me choose the right video alwaus crashes plz fix :  
"
6237,"better then last one i tryed install got better rating but this one faster better qulity :  
"
6238,"why is vlc player poor in renewing your play list fast :  
"
6239,"best video player great but it should have a folder option :  
"
6240,"works with smb and chromecast perfect :  
"
6241,"great app but some times only it get stops but its a marbulous app :  
"
6242,"folder wise videos are not working here mixing like mixture videos :  
"
6243,"my music on my vlc shuts down when i lock it huawei p10 lite :  
"
6244,"music starts abruptly critical issue occurring :  
"
6245,"good sound quality an other app mx player i dont like mx player :  
"
6246,"in notch fitscreen option subtitles are not aligned :  
"
6247,"its ok needs easier directories im computer illiterate and i def have a hard time finding how to get it from the cloud :  
"
6248,"trash app actually it was deleted my files without permission or it was a bug i actually deleted the current using subtitles of a movie and this app deleted the whole file without permission i never use this garbage again :  
"
6249,"never had any issues so far plays all movies :  
"
6250,"not working properlygo to specific time in vlc not working :  
"
6251,"lots of useless reviews to get the star count up something is fishy here 5 stars for the app but no stars for the fake reveiws :  
"
6252,"worst app 4k fhd1080p video is not supported dont install it :  
"
6253,"doesnt even work terrible app even my music is not playing anymorei :  
"
6254,"this version is buggy on my android tv mibox s tv version :  
"
6255,"cant send anyone anything through this app without the send option there is no use of this app i uninstalled it immediately after knowing this :  
"
6256,"very nice app but sound quality is besd :  
"
6257,"subs issue not fixed           :  
"
6258,"keeps auto loading sub titles and i have to manually switch them off constantly :  
"
6259,"after the update the equaliser is not visible available :  
"
6260,"doesnt support subtitles during casting to tv :  
"
6261,"you cant even browse to select a file that you want to play this has been set up for children not adults too simplistic grow a brain  :  
"
6262,"plays well but fails in updating the video list :  
"
6263,"fails to play mkv blue ray without massive stutter over smb :  
"
6264,"good and free but doesnt convert or play bob dvd files :  
"
6265,"love the app but the casting is a nightmare :  
"
6266,"its a nice application but it is havier to run on small android phones :  
"
